FlightIndex,FlightNumber,IsDeparting,Destination,Origin,ArrivalTime,OffTime,ArrivalTimeMinutes,OffTimeMinutes,ArrivalTimeActual,OffTimeActual,ArrivalTimeActualMinutes,OffTimeActualMinutes,Aircraft,FlightType,PassengersArr,PassengersDept,DepGate,ArrGate,SchedDepLocal,SchedArrLocal,OutGateLocal,InGateLocal,SchedDepUtc,SchedArrUtc,OutGateUtc,InGateUtc,TailNumber,num_connecting_pax,OptDepGate,OptArrGate
435,AA2335,Y,ORD,DFW,929,1010,569,610,912,1007,552.0,607.0,2.0,Domestic,0,128,C31,,2016-05-02 10:10:00,2016-05-02 12:32:00,2016-05-02 10:07:00,2016-05-02 12:12:00,910,1052,2016-05-02 15:07,2016-05-02 17:12,N9402W,22,,
436,AA2335,N,DFW,ORD,1549,1645,949,1005,1551,1643,951.0,1003.0,2.0,Domestic,128,0,,C10,2016-05-02 13:19:00,2016-05-02 15:49:00,2016-05-02 13:19:00,2016-05-02 15:51:00,1099,1249,2016-05-02 18:19,2016-05-02 20:51,N9402W,22,,
437,AA2336,Y,MIA,DFW,440,610,280,370,440,605,280.0,365.0,2.0,Domestic,0,137,A36,,2016-05-02 06:10:00,2016-05-02 09:56:00,2016-05-02 06:05:00,2016-05-02 09:41:00,670,836,2016-05-02 11:05,2016-05-02 13:41,N182AN,13,,
438,AA2337,N,DFW,ORD,1106,1205,666,725,1119,1159,679.0,719.0,2.0,,117,0,,C11,2016-05-02 08:30:00,2016-05-02 11:06:00,2016-05-02 08:40:00,2016-05-02 11:19:00,810,966,2016-05-02 13:40,2016-05-02 16:19,N70504,33,,
439,AA2340,Y,DCA,DFW,1235,1335,755,815,1225,1332,745.0,812.0,2.0,Domestic,0,31,A16,,2016-05-02 13:35:00,2016-05-02 17:27:00,2016-05-02 13:32:00,2016-05-02 17:36:00,1115,1287,2016-05-02 18:32,2016-05-02 21:36,N902NN,119,,
440,AA2341,N,DFW,PHL,1052,1235,652,755,1111,1229,671.0,749.0,2.0,,94,0,,A15,2016-05-02 07:59:00,2016-05-02 10:52:00,2016-05-02 07:59:00,2016-05-02 11:11:00,719,952,2016-05-02 11:59,2016-05-02 16:11,N907NN,56,,
441,AA2343,Y,PHL,DFW,1726,1855,1046,1135,1747,1851,1067.0,1131.0,2.0,Domestic,0,105,A36,,2016-05-02 18:55:00,2016-05-02 23:13:00,2016-05-02 18:51:00,2016-05-02 22:46:00,1435,193,2016-05-02 23:51,2016-05-03 02:46,N955AN,45,,
442,AA2344,N,DFW,STL,2110,2140,1270,1300,2052,2140,1252.0,1300.0,2.0,,77,0,,C30,2016-05-02 19:12:00,2016-05-02 21:10:00,2016-05-02 19:03:00,2016-05-02 20:52:00,12,130,2016-05-03 00:03,2016-05-03 01:52,N9402W,73,,
443,AA2346,N,DFW,ORD,1725,1820,1045,1100,1721,1818,1041.0,1098.0,2.0,,132,0,,C19,2016-05-02 14:56:00,2016-05-02 17:25:00,2016-05-02 14:54:00,2016-05-02 17:21:00,1196,1345,2016-05-02 19:54,2016-05-02 22:21,N961TW,18,,
444,AA2347,N,DFW,CMH,1757,1827,1077,1107,1759,2037,1079.0,1237.0,2.0,Domestic,110,0,,C16,2016-05-02 16:08:00,2016-05-02 17:57:00,2016-05-02 16:04:00,2016-05-02 17:59:00,1208,1377,2016-05-02 20:04,2016-05-02 22:59,N967TW,40,,
445,AA2347,Y,CMH,DFW,1111,1200,671,720,1048,1154,648.0,714.0,2.0,Domestic,0,81,C22,,2016-05-02 12:00:00,2016-05-02 15:24:00,2016-05-02 11:54:00,2016-05-02 14:56:00,1020,1164,2016-05-02 16:54,2016-05-02 18:56,N967TW,69,,
446,AA2349,N,DFW,ORD,2013,2043,1213,1243,2010,2043,1210.0,1243.0,2.0,,139,0,,A29,2016-05-02 17:40:00,2016-05-02 20:13:00,2016-05-02 17:33:00,2016-05-02 20:10:00,1360,73,2016-05-02 22:33,2016-05-03 01:10,N928NN,11,,
447,AA2352,Y,SFO,DFW,1245,1410,765,850,1239,1407,759.0,847.0,2.0,Domestic,0,101,A29,,2016-05-02 14:10:00,2016-05-02 15:57:00,2016-05-02 14:07:00,2016-05-02 15:44:00,1150,1377,2016-05-02 19:07,2016-05-02 22:44,N141NN,49,,
448,AA2352,N,DFW,SFO,2233,2303,1353,1383,2207,2303,1327.0,1383.0,2.0,Domestic,150,0,,A8,2016-05-02 17:00:00,2016-05-02 22:33:00,2016-05-02 16:52:00,2016-05-02 22:07:00,0,213,2016-05-02 23:52,2016-05-03 03:07,N141NN,0,,
449,AA2353,N,DFW,ORD,2251,2321,1371,1401,2314,2321,1394.0,1401.0,2.0,,150,0,,C29,2016-05-02 20:20:00,2016-05-02 22:51:00,2016-05-02 20:54:00,2016-05-02 23:14:00,80,231,2016-05-03 01:54,2016-05-03 04:14,N9624T,0,,
450,AA2358,Y,MSY,DFW,1250,1345,770,825,1252,1342,772.0,822.0,2.0,Domestic,0,19,C6,,2016-05-02 13:45:00,2016-05-02 15:10:00,2016-05-02 13:42:00,2016-05-02 15:07:00,1125,1210,2016-05-02 18:42,2016-05-02 20:07,N483A,131,,
451,AA2360,N,DFW,TPA,2104,2134,1264,1294,2101,2134,1261.0,1294.0,,,0,0,,A16,2016-05-02 19:16:00,2016-05-02 21:04:00,2016-05-02 19:23:00,2016-05-02 21:01:00,1396,124,2016-05-02 23:23,2016-05-03 02:01,N974AN,56,,
452,AA2361,Y,BWI,DFW,1236,1335,756,815,1215,1334,735.0,814.0,2.0,Domestic,0,58,A33,,2016-05-02 13:35:00,2016-05-02 17:33:00,2016-05-02 13:34:00,2016-05-02 17:29:00,1115,1293,2016-05-02 18:34,2016-05-02 21:29,N864NN,92,,
453,AA2363,N,DFW,FLL,926,1025,566,625,940,1029,580.0,629.0,2.0,,33,0,,A14,2016-05-02 07:09:00,2016-05-02 09:26:00,2016-05-02 07:06:00,2016-05-02 09:40:00,669,866,2016-05-02 11:06,2016-05-02 14:40,N941AN,117,,
454,AA2367,Y,COS,DFW,2055,2155,1255,1315,2053,2151,1253.0,1311.0,2.0,Domestic,0,47,C31,,2016-05-02 21:55:00,2016-05-02 22:50:00,2016-05-02 21:51:00,2016-05-02 22:36:00,175,290,2016-05-03 02:51,2016-05-03 04:36,N470AA,103,,
455,AA2368,Y,IAH,DFW,1658,1820,1018,1100,1651,1816,1011.0,1096.0,2.0,Domestic,0,105,C29,,2016-05-02 18:20:00,2016-05-02 19:31:00,2016-05-02 18:16:00,2016-05-02 19:27:00,1400,31,2016-05-02 23:16,2016-05-03 00:27,N8027D,45,,
456,AA2369,Y,YVR,DFW,1605,1745,965,1065,1632,1755,992.0,1075.0,,,0,0,A23,,2016-05-02 17:45:00,2016-05-02 20:04:00,2016-05-02 17:55:00,2016-05-02 20:01:00,1365,184,2016-05-02 22:55,2016-05-03 03:01,N905NN,0,,
457,AA2371,Y,STL,DFW,1725,1820,1045,1100,1704,1815,1024.0,1095.0,2.0,Domestic,0,115,C20,,2016-05-02 18:20:00,2016-05-02 20:00:00,2016-05-02 18:15:00,2016-05-02 19:38:00,1400,60,2016-05-02 23:15,2016-05-03 00:38,N70425,35,,
458,AA2373,N,DFW,LAX,2259,2329,1379,1409,2321,2329,1401.0,1409.0,,,0,0,,C8,2016-05-02 17:55:00,2016-05-02 22:59:00,2016-05-02 18:43:00,2016-05-02 23:21:00,55,239,2016-05-03 01:43,2016-05-03 04:21,N380AN,0,,
459,AA2374,Y,DEN,DFW,603,715,363,435,606,711,366.0,431.0,2.0,Domestic,0,140,A20,,2016-05-02 07:15:00,2016-05-02 08:22:00,2016-05-02 07:11:00,2016-05-02 08:31:00,735,862,2016-05-02 12:11,2016-05-02 14:31,N137AA,10,,
460,AA2376,Y,MSY,DFW,1725,1820,1045,1100,1705,1816,1025.0,1096.0,2.0,Domestic,0,75,C12,,2016-05-02 18:20:00,2016-05-02 19:46:00,2016-05-02 18:16:00,2016-05-02 19:31:00,1400,46,2016-05-02 23:16,2016-05-03 00:31,N477AA,75,,
461,AA2377,N,DFW,TUS,1547,1640,947,1000,1530,1643,930.0,1003.0,2.0,,75,0,,C30,2016-05-02 11:32:00,2016-05-02 15:47:00,2016-05-02 11:37:00,2016-05-02 15:30:00,1112,1247,2016-05-02 18:37,2016-05-02 20:30,N494AA,75,,
462,AA2378,Y,ORD,DFW,2035,2200,1235,1320,2049,2154,1249.0,1314.0,2.0,Domestic,0,129,C15,,2016-05-02 22:00:00,2016-05-03 00:23:00,2016-05-02 21:54:00,2016-05-02 23:56:00,180,323,2016-05-03 02:54,2016-05-03 04:56,N9630A,21,,
463,AA2383,Y,MEM,DFW,1310,1345,790,825,1302,1343,782.0,823.0,2.0,Domestic,0,54,C30,,2016-05-02 13:45:00,2016-05-02 15:14:00,2016-05-02 13:43:00,2016-05-02 15:05:00,1125,1214,2016-05-02 18:43,2016-05-02 20:05,N9405T,96,,
464,AA2385,Y,SAT,DFW,1655,1755,1015,1075,1644,1751,1004.0,1071.0,2.0,Domestic,0,99,C16,,2016-05-02 17:55:00,2016-05-02 19:01:00,2016-05-02 17:51:00,2016-05-02 18:52:00,1375,1,2016-05-02 22:51,2016-05-02 23:52,N968TW,51,,
465,AA2385,N,DFW,SAT,2057,2127,1257,1287,2025,2127,1225.0,1287.0,2.0,Domestic,98,0,,C22,2016-05-02 19:45:00,2016-05-02 20:57:00,2016-05-02 19:33:00,2016-05-02 20:25:00,45,117,2016-05-03 00:33,2016-05-03 01:25,N968TW,52,,
466,AA2386,Y,MSY,DFW,1906,2035,1146,1235,1914,2032,1154.0,1232.0,2.0,Domestic,0,87,A17,,2016-05-02 20:35:00,2016-05-02 22:03:00,2016-05-02 20:32:00,2016-05-02 21:58:00,95,183,2016-05-03 01:32,2016-05-03 02:58,N867NN,63,,
467,AA2389,Y,SNA,DFW,1415,1525,855,925,1348,1522,828.0,922.0,2.0,Domestic,0,61,A28,,2016-05-02 15:25:00,2016-05-02 16:41:00,2016-05-02 15:22:00,2016-05-02 16:39:00,1225,1421,2016-05-02 20:22,2016-05-02 23:39,N932AN,89,,
468,AA2395,Y,LAS,DFW,735,905,455,545,735,901,455.0,541.0,2.0,Domestic,0,74,A8,,2016-05-02 09:05:00,2016-05-02 10:09:00,2016-05-02 09:01:00,2016-05-02 10:06:00,845,1029,2016-05-02 14:01,2016-05-02 17:06,N128AN,76,,
469,AA2395,N,DFW,LAS,1557,1655,957,1015,1532,1652,932.0,1012.0,2.0,Domestic,102,0,,A22,2016-05-02 11:10:00,2016-05-02 15:57:00,2016-05-02 11:04:00,2016-05-02 15:32:00,1090,1257,2016-05-02 18:04,2016-05-02 20:32,N128AN,48,,
470,AA2396,Y,OMA,DFW,1930,2025,1170,1225,1915,2022,1155.0,1222.0,2.0,Domestic,0,102,C28,,2016-05-02 20:25:00,2016-05-02 22:12:00,2016-05-02 20:22:00,2016-05-02 22:00:00,85,192,2016-05-03 01:22,2016-05-03 03:00,N424AA,48,,
471,AA2398,N,DFW,BNA,1450,1535,890,935,1451,1530,891.0,930.0,2.0,Domestic,120,0,,C33,2016-05-02 12:38:00,2016-05-02 14:50:00,2016-05-02 12:52:00,2016-05-02 14:51:00,1058,1190,2016-05-02 17:52,2016-05-02 19:51,N424AA,30,,
472,AA2398,Y,BNA,DFW,910,1010,550,610,917,1008,557.0,608.0,2.0,Domestic,0,102,C17,,2016-05-02 10:10:00,2016-05-02 11:58:00,2016-05-02 10:08:00,2016-05-02 12:00:00,910,1018,2016-05-02 15:08,2016-05-02 17:00,N424AA,48,,
473,AA239,Y,MSP,DFW,1905,2015,1145,1215,1858,2018,1138.0,1218.0,2.0,Domestic,0,104,C2,,2016-05-02 20:15:00,2016-05-02 22:36:00,2016-05-02 20:18:00,2016-05-02 22:38:00,75,216,2016-05-03 01:18,2016-05-03 03:38,N9401W,46,,
474,AA2400,Y,SJC,DFW,1930,2025,1170,1225,1929,2026,1169.0,1226.0,2.0,Domestic,0,101,A16,,2016-05-02 20:25:00,2016-05-02 22:10:00,2016-05-02 20:26:00,2016-05-02 22:12:00,85,310,2016-05-03 01:26,2016-05-03 05:12,N941AN,49,,
475,AA2402,N,DFW,LAX,1750,1850,1070,1130,1749,1848,1069.0,1128.0,2.0,,93,0,,A19,2016-05-02 12:44:00,2016-05-02 17:50:00,2016-05-02 12:44:00,2016-05-02 17:49:00,1184,1370,2016-05-02 19:44,2016-05-02 22:49,N144AN,57,,
476,AA2404,N,DFW,LAX,1009,1105,609,665,956,1104,596.0,664.0,2.0,,95,0,,A15,2016-05-02 05:08:00,2016-05-02 10:09:00,2016-05-02 05:06:00,2016-05-02 09:56:00,728,909,2016-05-02 12:06,2016-05-02 14:56,N131NN,55,,
477,AA2407,Y,BOS,DFW,1904,2020,1144,1220,1850,2015,1130.0,1215.0,2.0,Domestic,0,97,A18,,2016-05-02 20:20:00,2016-05-03 01:01:00,2016-05-02 20:15:00,2016-05-03 00:31:00,80,301,2016-05-03 01:15,2016-05-03 04:31,N970NN,53,,
478,AA2408,Y,ATL,DFW,1738,1820,1058,1100,1725,1820,1045.0,1100.0,2.0,Domestic,0,108,A24,,2016-05-02 18:20:00,2016-05-02 21:26:00,2016-05-02 18:20:00,2016-05-02 21:22:00,1400,86,2016-05-02 23:20,2016-05-03 01:22,N814NN,42,,
479,AA2410,Y,LAX,DFW,756,900,476,540,810,857,490.0,537.0,2.0,Domestic,0,67,A17,,2016-05-02 09:00:00,2016-05-02 10:30:00,2016-05-02 08:57:00,2016-05-02 10:36:00,840,1050,2016-05-02 13:57,2016-05-02 17:36,N134AN,83,,
480,AA2410,N,DFW,LAX,1630,1755,990,1075,1633,1755,993.0,1075.0,2.0,Domestic,128,0,,A20,2016-05-02 11:25:00,2016-05-02 16:30:00,2016-05-02 11:46:00,2016-05-02 16:33:00,1105,1290,2016-05-02 18:46,2016-05-02 21:33,N118NN,22,,
481,AA2412,Y,SAT,DFW,535,705,335,425,535,700,335.0,420.0,2.0,Domestic,0,121,C11,,2016-05-02 07:05:00,2016-05-02 08:16:00,2016-05-02 07:00:00,2016-05-02 08:09:00,725,796,2016-05-02 12:00,2016-05-02 13:09,N968TW,29,,
482,AA2412,N,DFW,SAT,1014,1115,614,675,1014,1108,614.0,668.0,2.0,Domestic,73,0,,C17,2016-05-02 09:00:00,2016-05-02 10:14:00,2016-05-02 08:54:00,2016-05-02 10:14:00,840,914,2016-05-02 13:54,2016-05-02 15:14,N968TW,77,,
483,AA2417,Y,MEX,DFW,1821,1830,1101,1110,1817,1901,1097.0,1141.0,2.0,,0,150,C6,,2016-05-02 18:30:00,2016-05-02 21:08:00,2016-05-02 19:01:00,2016-05-02 21:33:00,1410,128,2016-05-03 00:01,2016-05-03 02:33,N5007E,0,,
484,AA2417,N,DFW,SFO,1640,1805,1000,1085,1627,1806,987.0,1086.0,2.0,,126,0,,C4,2016-05-02 11:04:00,2016-05-02 16:40:00,2016-05-02 11:04:00,2016-05-02 16:27:00,1084,1300,2016-05-02 18:04,2016-05-02 21:27,N962AN,24,,
485,AA2418,Y,JAX,DFW,1925,2025,1165,1225,1928,2026,1168.0,1226.0,2.0,Domestic,0,95,C7,,2016-05-02 20:25:00,2016-05-02 23:47:00,2016-05-02 20:26:00,2016-05-02 23:40:00,85,227,2016-05-03 01:26,2016-05-03 03:40,N9615W,55,,
486,AA2419,Y,DTW,DFW,700,755,420,475,657,754,417.0,474.0,2.0,Domestic,0,124,C35,,2016-05-02 07:55:00,2016-05-02 11:31:00,2016-05-02 07:54:00,2016-05-02 11:13:00,775,931,2016-05-02 12:54,2016-05-02 15:13,N7541A,26,,
487,AA2419,N,DFW,DTW,1421,1515,861,915,1428,1508,868.0,908.0,2.0,Domestic,114,0,,C30,2016-05-02 12:20:00,2016-05-02 14:21:00,2016-05-02 12:13:00,2016-05-02 14:28:00,980,1161,2016-05-02 16:13,2016-05-02 19:28,N7541A,36,,
488,AA2420,N,DFW,LAX,1104,1205,664,725,1055,1201,655.0,721.0,2.0,,68,0,,A19,2016-05-02 06:00:00,2016-05-02 11:04:00,2016-05-02 06:00:00,2016-05-02 10:55:00,780,964,2016-05-02 13:00,2016-05-02 15:55,N136AN,82,,
489,AA2423,Y,MSP,DFW,1119,1205,679,725,1122,1205,682.0,725.0,2.0,Domestic,0,86,C28,,2016-05-02 12:05:00,2016-05-02 14:27:00,2016-05-02 12:05:00,2016-05-02 14:13:00,1025,1167,2016-05-02 17:05,2016-05-02 19:13,N475AA,64,,
490,AA2423,N,DFW,MSP,1750,1855,1070,1135,1737,1846,1057.0,1126.0,2.0,Domestic,111,0,,C30,2016-05-02 15:14:00,2016-05-02 17:50:00,2016-05-02 15:04:00,2016-05-02 17:37:00,1214,1370,2016-05-02 20:04,2016-05-02 22:37,N475AA,39,,
491,AA2425,Y,LAX,DFW,958,1055,598,655,1001,1104,601.0,664.0,2.0,Domestic,0,63,A20,,2016-05-02 10:55:00,2016-05-02 12:23:00,2016-05-02 11:04:00,2016-05-02 12:29:00,955,1163,2016-05-02 16:04,2016-05-02 19:29,N980NN,87,,
492,AA2427,Y,ONT,DFW,2047,2155,1247,1315,2033,2157,1233.0,1317.0,2.0,Domestic,0,42,A8,,2016-05-02 21:55:00,2016-05-02 23:06:00,2016-05-02 21:57:00,2016-05-02 23:22:00,175,366,2016-05-03 02:57,2016-05-03 06:22,N938NN,108,,
493,AA2427,N,DFW,MIA,1905,2010,1145,1210,1848,2003,1128.0,1203.0,2.0,Domestic,116,0,,A20,2016-05-02 16:49:00,2016-05-02 19:05:00,2016-05-02 16:44:00,2016-05-02 18:48:00,1249,5,2016-05-02 20:44,2016-05-02 23:48,N837NN,34,,
494,AA2428,N,DFW,RDU,803,850,483,530,810,851,490.0,531.0,2.0,,30,0,,C2,2016-05-02 05:53:00,2016-05-02 08:03:00,2016-05-02 05:54:00,2016-05-02 08:10:00,593,783,2016-05-02 09:54,2016-05-02 13:10,N9409F,120,,
495,AA2429,Y,SAT,DFW,1752,1855,1072,1135,1742,1849,1062.0,1129.0,2.0,Domestic,0,74,C14,,2016-05-02 18:55:00,2016-05-02 20:07:00,2016-05-02 18:49:00,2016-05-02 20:01:00,1435,67,2016-05-02 23:49,2016-05-03 01:01,N436AA,76,,
496,AA2430,N,DFW,CMH,2059,2200,1259,1320,2052,2156,1252.0,1316.0,2.0,Domestic,123,0,,C4,2016-05-02 19:10:00,2016-05-02 20:59:00,2016-05-02 19:08:00,2016-05-02 20:52:00,1390,119,2016-05-02 23:08,2016-05-03 01:52,N484AA,27,,
497,AA2430,Y,CMH,DFW,1424,1509,864,909,1427,1514,867.0,914.0,2.0,Domestic,0,94,C17,,2016-05-02 15:09:00,2016-05-02 18:30:00,2016-05-02 15:14:00,2016-05-02 18:19:00,1209,1350,2016-05-02 20:14,2016-05-02 22:19,N484AA,56,,
498,AA2431,N,DFW,SJC,1548,1645,948,1005,1533,1641,933.0,1001.0,2.0,,79,0,,A36,2016-05-02 10:15:00,2016-05-02 15:48:00,2016-05-02 10:15:00,2016-05-02 15:33:00,1035,1248,2016-05-02 17:15,2016-05-02 20:33,N956NN,71,,
499,AA2433,Y,MCO,DFW,1208,1335,728,815,1203,1340,723.0,820.0,2.0,Domestic,0,48,A9,,2016-05-02 13:35:00,2016-05-02 17:09:00,2016-05-02 13:40:00,2016-05-02 17:13:00,1115,1269,2016-05-02 18:40,2016-05-02 21:13,N135NN,102,,
500,AA2433,N,DFW,SFO,1200,1250,720,770,1148,1248,708.0,768.0,2.0,Domestic,91,0,,A22,2016-05-02 06:28:00,2016-05-02 12:00:00,2016-05-02 06:25:00,2016-05-02 11:48:00,808,1020,2016-05-02 13:25,2016-05-02 16:48,N912NN,59,,
501,AA2434,Y,MCO,DFW,1557,1655,957,1015,1532,1652,932.0,1012.0,2.0,Domestic,0,97,A22,,2016-05-02 16:55:00,2016-05-02 20:32:00,2016-05-02 16:52:00,2016-05-02 20:27:00,1315,32,2016-05-02 21:52,2016-05-03 00:27,N128AN,53,,
502,AA2439,Y,CLT,DFW,1902,2020,1142,1220,1901,2014,1141.0,1214.0,2.0,Domestic,0,114,A24,,2016-05-02 20:20:00,2016-05-02 23:53:00,2016-05-02 20:14:00,2016-05-02 23:47:00,80,233,2016-05-03 01:14,2016-05-03 03:47,N930AN,36,,
503,AA243,Y,SAT,DFW,1546,1655,946,1015,1517,1650,917.0,1010.0,2.0,Domestic,0,57,C22,,2016-05-02 16:55:00,2016-05-02 18:05:00,2016-05-02 16:50:00,2016-05-02 17:54:00,1315,1385,2016-05-02 21:50,2016-05-02 22:54,N7548A,93,,
504,AA2441,Y,OKC,DFW,1738,1855,1058,1135,1735,1849,1055.0,1129.0,2.0,Domestic,0,49,C17,,2016-05-02 18:55:00,2016-05-02 19:58:00,2016-05-02 18:49:00,2016-05-02 19:45:00,1435,58,2016-05-02 23:49,2016-05-03 00:45,N501AA,101,,
505,AA2442,N,DFW,LAX,1556,1725,956,1045,1627,1737,987.0,1057.0,2.0,,106,0,,A25,2016-05-02 10:50:00,2016-05-02 15:56:00,2016-05-02 11:34:00,2016-05-02 16:27:00,1070,1256,2016-05-02 18:34,2016-05-02 21:27,N134AN,44,,
506,AA244,N,DFW,SNA,1255,1350,775,830,1247,1359,767.0,839.0,2.0,,30,0,,A14,2016-05-02 08:00:00,2016-05-02 12:55:00,2016-05-02 08:01:00,2016-05-02 12:47:00,900,1075,2016-05-02 15:01,2016-05-02 17:47,N946NN,120,,
507,AA2450,N,DFW,LAX,1340,1445,820,885,1342,1443,822.0,883.0,2.0,,95,0,,A15,2016-05-02 08:35:00,2016-05-02 13:40:00,2016-05-02 08:28:00,2016-05-02 13:42:00,935,1120,2016-05-02 15:28,2016-05-02 18:42,N154AA,55,,
508,AA2453,N,DFW,LAX,1208,1335,728,815,1203,1340,723.0,820.0,2.0,,87,0,,A9,2016-05-02 07:05:00,2016-05-02 12:08:00,2016-05-02 07:01:00,2016-05-02 12:03:00,845,1028,2016-05-02 14:01,2016-05-02 17:03,N135NN,63,,
509,AA2455,Y,LAX,DFW,2104,2155,1264,1315,2056,2203,1256.0,1323.0,2.0,Domestic,0,87,A24,,2016-05-02 21:55:00,2016-05-02 23:20:00,2016-05-02 22:03:00,2016-05-02 23:26:00,175,380,2016-05-03 03:03,2016-05-03 06:26,N147AA,63,,
510,AA2457,Y,TPA,DFW,939,1020,579,620,955,1039,595.0,639.0,2.0,Domestic,0,116,C11,,2016-05-02 10:20:00,2016-05-02 13:45:00,2016-05-02 10:39:00,2016-05-02 13:52:00,920,1065,2016-05-02 15:39,2016-05-02 17:52,N486AA,34,,
511,AA2457,N,DFW,TPA,1615,1725,975,1045,1621,1722,981.0,1042.0,2.0,Domestic,92,0,,C21,2016-05-02 14:26:00,2016-05-02 16:15:00,2016-05-02 14:30:00,2016-05-02 16:21:00,1106,1275,2016-05-02 18:30,2016-05-02 21:21,N486AA,58,,
512,AA2458,Y,PIT,DFW,1223,1335,743,815,1225,1331,745.0,811.0,2.0,Domestic,0,59,C21,,2016-05-02 13:35:00,2016-05-02 17:10:00,2016-05-02 13:31:00,2016-05-02 16:49:00,1115,1270,2016-05-02 18:31,2016-05-02 20:49,N962TW,91,,
513,AA2458,N,DFW,PIT,2005,2035,1205,1235,1950,2214,1190.0,1334.0,2.0,Domestic,120,0,,C21,2016-05-02 18:00:00,2016-05-02 20:05:00,2016-05-02 17:54:00,2016-05-02 19:50:00,1320,65,2016-05-02 21:54,2016-05-03 00:50,N962TW,30,,
514,AA2462,N,DFW,LAX,1704,1734,1024,1054,1714,1905,1034.0,1145.0,2.0,,124,0,,A22,2016-05-02 11:59:00,2016-05-02 17:04:00,2016-05-02 12:09:00,2016-05-02 17:14:00,1139,1324,2016-05-02 19:09,2016-05-02 22:14,N991AN,26,,
515,AA2466,N,DFW,MCO,1250,1345,770,825,1246,1353,766.0,833.0,2.0,,110,0,,A10,2016-05-02 10:53:00,2016-05-02 12:50:00,2016-05-02 10:53:00,2016-05-02 12:46:00,893,1070,2016-05-02 14:53,2016-05-02 17:46,N921AN,40,,
516,AA2467,Y,PDX,DFW,2130,2220,1290,1340,2133,2219,1293.0,1339.0,2.0,Domestic,0,81,A22,,2016-05-02 22:20:00,2016-05-03 00:19:00,2016-05-02 22:19:00,2016-05-03 00:06:00,200,439,2016-05-03 03:19,2016-05-03 07:06,N908NN,69,,
517,AA2473,N,DFW,LAX,1930,2010,1170,1210,1919,2010,1159.0,1210.0,2.0,,68,0,,A11,2016-05-02 14:25:00,2016-05-02 19:30:00,2016-05-02 14:22:00,2016-05-02 19:19:00,1285,30,2016-05-02 21:22,2016-05-03 00:19,N142AN,82,,
518,AA2475,N,DFW,LAX,2104,2155,1264,1315,2056,2203,1256.0,1323.0,2.0,,134,0,,A24,2016-05-02 16:00:00,2016-05-02 21:04:00,2016-05-02 15:54:00,2016-05-02 20:56:00,1380,124,2016-05-02 22:54,2016-05-03 01:56,N147AA,16,,
519,AA2477,Y,LAX,DFW,1630,1755,990,1075,1633,1755,993.0,1075.0,2.0,Domestic,0,116,A20,,2016-05-02 17:55:00,2016-05-02 19:17:00,2016-05-02 17:55:00,2016-05-02 19:00:00,1375,137,2016-05-02 22:55,2016-05-03 02:00,N118NN,34,,
520,AA2478,Y,SMF,DFW,1555,1710,955,1030,1604,1705,964.0,1025.0,2.0,Domestic,0,84,A17,,2016-05-02 17:10:00,2016-05-02 18:55:00,2016-05-02 17:05:00,2016-05-02 18:50:00,1330,115,2016-05-02 22:05,2016-05-03 01:50,N985NN,66,,
521,AA2479,N,DFW,SJU,1240,1355,760,835,1217,1406,737.0,846.0,2.0,,23,0,,A8,2016-05-02 08:15:00,2016-05-02 12:40:00,2016-05-02 08:12:00,2016-05-02 12:17:00,735,1060,2016-05-02 12:12,2016-05-02 17:17,N150NN,127,,
522,AA2481,Y,SJU,DFW,1240,1355,760,835,1217,1406,737.0,846.0,2.0,Domestic,0,10,A8,,2016-05-02 13:55:00,2016-05-02 19:31:00,2016-05-02 14:06:00,2016-05-02 19:35:00,1135,1411,2016-05-02 19:06,2016-05-02 23:35,N150NN,140,,
523,AA2481,N,DFW,LAX,1233,1350,753,830,1219,1344,739.0,824.0,2.0,Domestic,70,0,,A17,2016-05-02 07:30:00,2016-05-02 12:33:00,2016-05-02 07:28:00,2016-05-02 12:19:00,870,1053,2016-05-02 14:28,2016-05-02 17:19,N155NN,80,,
524,AA2482,N,DFW,AUS,2105,2135,1265,1295,2048,2135,1248.0,1295.0,2.0,Domestic,73,0,,A20,2016-05-02 19:57:00,2016-05-02 21:05:00,2016-05-02 19:48:00,2016-05-02 20:48:00,57,125,2016-05-03 00:48,2016-05-03 01:48,N937AN,77,,
525,AA2482,Y,AUS,DFW,1655,1810,1015,1090,1702,1806,1022.0,1086.0,2.0,Domestic,0,88,A10,,2016-05-02 18:10:00,2016-05-02 19:09:00,2016-05-02 18:06:00,2016-05-02 19:07:00,1390,9,2016-05-02 23:06,2016-05-03 00:07,N937AN,62,,
526,AA2485,Y,LAX,DFW,1045,1155,645,715,1044,1154,644.0,714.0,2.0,Domestic,0,94,A28,,2016-05-02 11:55:00,2016-05-02 13:21:00,2016-05-02 11:54:00,2016-05-02 13:11:00,1015,1221,2016-05-02 16:54,2016-05-02 20:11,N142AN,56,,
527,AA2487,N,DFW,CMH,1310,1345,790,825,1302,1343,782.0,823.0,2.0,,119,0,,C30,2016-05-02 11:20:00,2016-05-02 13:10:00,2016-05-02 11:14:00,2016-05-02 13:02:00,920,1090,2016-05-02 15:14,2016-05-02 18:02,N9405T,31,,
